student_id,subject,topic,difficulty,quiz_score,time_spent,accuracy,consistency,recommended_hours
2609,Machine Learning,SVM,Hard,79,85,99.73,High,2.52
2610,Databases,Normalization,Easy,79,74,77.88,Medium,1.47
2611,Databases,Joins,Easy,91,172,75.68,Low,2.31
2612,Databases,Normalization,Easy,77,167,66.6,High,2.43
2613,Machine Learning,Clustering,Easy,45,89,89.57,High,1.76
2614,Machine Learning,Classification,Hard,65,31,82.27,Medium,2.24
2615,Operating Systems,Processes,Medium,49,24,91.55,High,2.37
2616,Python,Modules,Easy,64,60,74.14,Medium,1.37
2617,Operating Systems,Threads,Easy,82,77,85.6,High,1.56
2618,Operating Systems,Deadlocks,Hard,48,96,74.78,Low,2.72
2619,DSA,Trees,Hard,65,60,50.32,Low,3.85
2620,Python,File Handling,Medium,44,68,69.27,Medium,2.72
2621,Databases,Indexes,Medium,93,56,69.14,Medium,2.91
2622,Databases,Joins,Hard,63,155,61.79,Medium,3.97
2623,DSA,Queue,Medium,69,84,77.42,Low,2.52
2624,DSA,Queue,Hard,42,141,73.7,High,2.24
2625,DSA,Queue,Medium,49,84,84.37,High,2.5
2626,Operating Systems,Memory,Easy,95,71,76.09,High,1.82
2627,Operating Systems,Processes,Medium,48,177,91.31,Low,2.69
2628,DSA,Trees,Hard,64,116,84.51,High,2.22
2629,Databases,Indexes,Medium,87,165,82.64,High,2.28
2630,Machine Learning,Clustering,Medium,44,113,95.85,Low,2.28
2631,Machine Learning,Regression,Easy,63,27,88.71,Medium,1.94
2632,Machine Learning,Neural Networks,Medium,68,66,83.69,High,1.76
2633,Python,Basics,Medium,94,61,68.86,High,3.1
2634,DSA,Linked List,Medium,59,160,75.1,High,1.86
2635,Operating Systems,Processes,Hard,62,52,75.26,Medium,2.83
2636,Machine Learning,Clustering,Hard,97,179,57.33,High,3.66
2637,DSA,Queue,Medium,71,128,65.83,Medium,3.35
2638,Python,Exceptions,Hard,64,103,62.93,Medium,3.84
2639,Machine Learning,Classification,Medium,69,93,54.49,Low,3.99
2640,Machine Learning,Classification,Easy,98,72,91.36,Medium,1.73
2641,DSA,Linked List,Easy,89,175,64.01,High,2.59
2642,Python,Exceptions,Hard,49,82,78.77,High,2.86
2643,Machine Learning,Neural Networks,Hard,97,116,64.83,Low,4.1
2644,Databases,SQL Basics,Hard,67,164,88.65,Low,2.8
2645,Machine Learning,Clustering,Easy,54,26,51.85,Low,2.8
2646,Python,File Handling,Hard,43,165,66.17,High,3.4
2647,Operating Systems,Memory,Easy,90,140,93.87,Low,2.08
2648,Machine Learning,Neural Networks,Easy,69,180,76.53,High,1.24
2649,Databases,Indexes,Hard,68,114,60.92,High,3.71
2650,Machine Learning,Clustering,Medium,54,30,71.97,Medium,2.22
2651,Python,File Handling,Medium,73,46,74.47,Medium,1.79
2652,Databases,Joins,Easy,67,105,87.31,Low,2.02
2653,Python,OOP,Easy,55,152,97.84,High,1.84
2654,DSA,Arrays,Easy,51,48,59.7,Medium,2.97
2655,Databases,Joins,Easy,85,32,91.31,Medium,1.28
2656,Python,Basics,Easy,46,68,61.57,Medium,2.71
2657,Machine Learning,Neural Networks,Medium,99,158,60.53,Medium,3.23
2658,Machine Learning,Regression,Medium,78,41,64.9,Low,3.95
2659,Databases,Normalization,Easy,82,112,79.65,Low,2.4
2660,Operating Systems,Memory,Hard,77,71,90.9,Medium,2.45
2661,DSA,Linked List,Medium,49,101,54.63,Low,3.43
2662,Databases,Normalization,Hard,40,26,68.31,High,3.84
2663,DSA,Graphs,Easy,74,58,97.92,Low,2.33
2664,Python,File Handling,Easy,100,59,57.59,Medium,2.58
2665,Databases,SQL Basics,Easy,41,94,71.29,Low,2.45
2666,DSA,Trees,Hard,57,155,81.28,High,2.4
2667,Machine Learning,Classification,Hard,85,155,97.24,Low,3.32
2668,Databases,Normalization,Medium,53,94,87.14,Low,2.3
2669,Python,Exceptions,Hard,57,70,97.18,Medium,2.9
2670,Databases,Joins,Easy,65,30,78.21,Low,1.83
2671,Machine Learning,Neural Networks,Medium,87,113,63.19,Low,3.49
2672,Operating Systems,Threads,Hard,93,64,93.41,High,2.52
2673,Machine Learning,SVM,Hard,45,120,89.92,Medium,2.65
2674,Databases,Indexes,Easy,40,172,63.11,High,2.63
2675,Operating Systems,Memory,Easy,89,180,53.66,High,2.45
2676,DSA,Linked List,Hard,72,167,84.82,Low,3.45
2677,DSA,Trees,Hard,88,20,60.51,Medium,3.6
2678,DSA,Linked List,Easy,84,50,94.26,High,1.95
2679,Python,Basics,Medium,47,123,78.89,High,2.07
2680,Databases,Joins,Hard,68,60,50.35,Low,3.82
2681,Operating Systems,Threads,Hard,91,126,72.43,High,2.63
2682,Databases,SQL Basics,Easy,82,122,80.64,Low,2.01
2683,DSA,Trees,Medium,72,111,89.03,Medium,2.03
2684,DSA,Trees,Hard,43,166,52.91,Medium,3.8
2685,Python,OOP,Medium,96,31,62.42,Low,3.46
2686,DSA,Trees,Easy,43,113,56.09,Low,3.21
2687,DSA,Trees,Medium,78,44,87.77,High,1.99
2688,Python,Basics,Hard,42,102,51.3,High,3.89
2689,Databases,Indexes,Hard,66,104,78.46,Medium,2.52
2690,Operating Systems,Processes,Hard,70,128,85.92,High,2.79
2691,Operating Systems,Deadlocks,Hard,63,69,80.39,Low,2.97
2692,DSA,Graphs,Hard,66,69,75.06,Low,3.07
2693,Databases,SQL Basics,Medium,59,127,52.21,Low,3.92
2694,Python,Basics,Easy,55,133,83.43,Low,1.72
2695,Python,Modules,Easy,50,114,62.72,High,2.69
2696,Python,Modules,Hard,93,63,74.06,Medium,2.99
2697,Python,Basics,Medium,91,147,73.05,Medium,1.95
2698,Operating Systems,Threads,Medium,74,148,57.03,Medium,2.73
2699,Operating Systems,Threads,Easy,97,137,60.8,High,2.48
2700,Operating Systems,Threads,Hard,72,85,61.24,Medium,3.35
2701,Python,Exceptions,Easy,44,59,51.66,Low,2.93
2702,Machine Learning,Neural Networks,Easy,52,91,75.9,Medium,1.23
2703,Machine Learning,Clustering,Easy,71,142,58.36,High,2.77
2704,Databases,Indexes,Medium,60,143,99.36,High,1.95
2705,Databases,SQL Basics,Hard,98,161,86.46,High,2.72
2706,Python,Basics,Hard,89,158,51.88,Medium,3.36
2707,DSA,Queue,Hard,81,46,71.21,High,2.89
2708,Python,File Handling,Easy,73,51,51.9,Low,2.74
2709,Python,Modules,Hard,81,98,64.92,High,3.92
2710,Machine Learning,Classification,Easy,60,60,84.77,Medium,1.64
2711,DSA,Linked List,Easy,45,69,59.0,Medium,2.88
2712,Machine Learning,SVM,Easy,57,159,69.18,Medium,2.77
2713,Machine Learning,Clustering,Medium,89,168,91.38,Medium,1.71
2714,Databases,SQL Basics,Medium,97,21,60.3,High,2.96
2715,Python,Exceptions,Hard,88,84,69.9,Medium,3.93
2716,Operating Systems,Threads,Medium,92,48,91.75,Medium,2.13
2717,Operating Systems,Threads,Hard,98,28,98.32,High,2.5
2718,Python,Exceptions,Easy,89,46,94.19,Medium,1.41
2719,Python,OOP,Medium,53,62,50.28,Low,3.41
2720,Databases,Joins,Easy,74,62,88.9,Low,2.46
2721,Databases,Indexes,Hard,79,166,83.37,Medium,2.32
2722,DSA,Graphs,Hard,93,74,68.25,Low,3.93
2723,DSA,Stack,Medium,83,117,94.2,Low,2.95
2724,Databases,Joins,Medium,60,110,96.89,Medium,2.23
2725,DSA,Queue,Hard,92,126,82.12,Low,2.95
2726,DSA,Arrays,Medium,47,54,88.48,Low,2.74
2727,Databases,Joins,Easy,57,129,71.14,High,1.89
2728,DSA,Linked List,Medium,57,102,54.53,Medium,3.04
2729,Machine Learning,Regression,Medium,42,114,65.56,High,3.23
2730,Machine Learning,SVM,Hard,62,142,75.31,High,2.94
2731,DSA,Stack,Hard,69,86,50.21,Low,4.21
2732,Python,Basics,Hard,46,126,76.94,Low,3.14
2733,Machine Learning,Neural Networks,Medium,52,165,68.69,Medium,2.94
2734,DSA,Queue,Hard,61,136,57.47,Medium,3.43
2735,Operating Systems,Threads,Hard,92,44,95.87,High,2.33
2736,Python,Modules,Hard,70,43,68.76,Medium,3.73
2737,Python,Basics,Hard,84,111,60.17,High,3.55
2738,Python,File Handling,Easy,67,157,80.57,Medium,1.52
2739,Python,Modules,Medium,40,99,90.95,Medium,2.46
2740,Machine Learning,Regression,Hard,58,156,52.38,Low,4.48
2741,Databases,Normalization,Easy,81,174,87.5,Medium,1.28
2742,Operating Systems,Threads,Easy,40,170,63.58,Medium,2.99
2743,Machine Learning,Neural Networks,Medium,95,88,97.18,High,1.93
2744,DSA,Arrays,Hard,47,150,78.35,Low,3.44
2745,Operating Systems,Memory,Hard,59,62,80.51,Medium,2.24
2746,Databases,Normalization,Easy,64,55,92.72,High,1.78
2747,DSA,Trees,Medium,58,69,57.94,Low,3.69
2748,Machine Learning,SVM,Hard,52,102,87.33,High,2.43
2749,Machine Learning,Classification,Hard,62,115,72.01,High,2.83
2750,DSA,Trees,Hard,67,108,64.1,Low,3.98
2751,Databases,Indexes,Hard,56,102,78.38,Medium,2.86
2752,DSA,Trees,Medium,48,144,81.18,High,2.32
2753,Python,Modules,Easy,76,129,58.68,Medium,2.39
2754,Python,Modules,Easy,51,172,91.64,High,1.34
2755,DSA,Linked List,Hard,45,75,63.05,Medium,3.54
2756,Python,Basics,Easy,64,120,69.55,Low,3.45
2757,DSA,Graphs,Medium,50,130,88.91,Low,2.58
2758,Databases,Normalization,Medium,43,128,84.49,High,1.74
2759,Operating Systems,Deadlocks,Easy,56,160,61.65,Low,2.84
2760,Python,OOP,Medium,67,135,77.15,High,1.81
2761,Operating Systems,Memory,Medium,78,134,86.49,Medium,1.95
2762,DSA,Graphs,Hard,61,158,64.66,Medium,3.27
2763,Operating Systems,Deadlocks,Medium,94,136,96.26,Medium,2.43
2764,DSA,Queue,Hard,47,23,98.93,Medium,2.39
2765,DSA,Linked List,Medium,51,150,85.35,High,1.94
2766,DSA,Graphs,Medium,98,80,91.51,High,2.26
2767,Machine Learning,SVM,Medium,41,71,85.15,Low,2.83
2768,Operating Systems,Deadlocks,Hard,91,69,99.36,High,2.92
2769,Operating Systems,Memory,Easy,68,128,78.9,Medium,1.23
2770,Databases,Indexes,Easy,94,81,50.5,High,2.7
2771,Operating Systems,Deadlocks,Hard,57,90,90.33,High,2.99
2772,Machine Learning,SVM,Easy,93,125,79.83,Medium,1.72
2773,Operating Systems,Memory,Hard,47,104,77.69,High,2.41
2774,Machine Learning,Neural Networks,Medium,56,78,65.03,Low,3.29
2775,Machine Learning,Neural Networks,Medium,94,165,86.7,Low,2.64
2776,DSA,Queue,Medium,65,142,69.14,Low,3.52
2777,Python,OOP,Easy,78,29,50.34,Low,2.92
2778,Python,OOP,Hard,57,114,58.1,High,3.67
2779,Operating Systems,Threads,Hard,80,66,83.22,High,2.36
2780,Databases,SQL Basics,Medium,93,96,91.89,High,1.73
2781,Python,Exceptions,Hard,94,111,70.08,High,2.87
2782,DSA,Graphs,Medium,83,166,76.36,Low,2.8
2783,Python,Modules,Hard,52,153,95.13,Medium,2.34
2784,Databases,SQL Basics,Easy,41,93,72.14,Medium,1.38
2785,Python,Basics,Medium,64,23,66.05,Medium,2.8
2786,Python,OOP,Medium,43,88,59.36,Medium,3.09
2787,Operating Systems,Threads,Hard,71,173,75.04,Low,2.85
2788,Operating Systems,Deadlocks,Hard,98,36,50.93,Low,4.23
2789,Databases,Joins,Easy,46,52,80.55,Medium,1.32
2790,Databases,Normalization,Hard,71,111,56.16,High,3.75
2791,DSA,Trees,Hard,100,127,96.26,Low,3.3
2792,DSA,Stack,Easy,97,142,85.78,High,1.8
2793,DSA,Linked List,Easy,60,72,90.49,Low,2.17
2794,DSA,Graphs,Hard,86,144,76.89,Medium,2.57
2795,DSA,Queue,Hard,98,89,58.52,Low,4.17
2796,Databases,Normalization,Medium,64,113,86.38,Medium,2.43
2797,Databases,Indexes,Medium,66,85,51.31,Low,3.59
2798,Databases,Joins,Hard,93,40,60.64,High,3.77
2799,DSA,Stack,Medium,88,96,87.84,Medium,2.0
2800,Python,OOP,Hard,41,61,55.01,Low,4.15
2801,Machine Learning,SVM,Hard,66,177,85.08,High,2.84
2802,Operating Systems,Threads,Hard,86,179,53.32,High,3.24
2803,Python,OOP,Hard,95,179,98.83,Low,2.71
2804,DSA,Linked List,Hard,93,171,93.36,High,2.72
2805,Python,Basics,Easy,87,167,55.12,High,2.83
2806,Databases,SQL Basics,Medium,86,133,66.52,Medium,3.46
2807,Operating Systems,Memory,Hard,59,121,61.09,Medium,3.92
2808,Operating Systems,Threads,Hard,67,143,99.27,High,2.59
2809,Operating Systems,Threads,Medium,66,103,51.26,Low,3.51
2810,Operating Systems,Deadlocks,Easy,40,135,61.07,Medium,2.82
2811,Python,Exceptions,Hard,73,103,85.81,Medium,2.79
2812,DSA,Linked List,Hard,54,88,86.14,High,2.48
2813,DSA,Arrays,Medium,60,142,63.87,Medium,3.18
2814,DSA,Graphs,Hard,100,161,59.31,High,3.43
2815,Machine Learning,Neural Networks,Medium,53,36,90.81,Medium,1.83
2816,Operating Systems,Memory,Hard,71,56,81.95,Medium,2.47
2817,Databases,Indexes,Hard,54,36,60.83,Low,4.33
2818,Operating Systems,Processes,Easy,51,171,72.08,Low,1.7
2819,Python,Exceptions,Hard,67,174,98.37,Medium,2.92
2820,Machine Learning,Regression,Easy,97,144,74.22,High,1.33
2821,Databases,Joins,Hard,68,30,89.24,Low,2.92
2822,DSA,Queue,Medium,96,33,95.4,High,2.39
2823,Python,Basics,Medium,74,97,78.2,Low,2.98
2824,Machine Learning,Regression,Easy,75,95,90.47,High,1.75
2825,Operating Systems,Threads,Hard,57,125,88.08,High,2.77
2826,Operating Systems,Processes,Medium,48,114,99.23,High,2.29
2827,Python,Modules,Medium,98,43,55.33,Low,3.46
2828,Databases,SQL Basics,Easy,70,88,94.93,High,1.58
2829,Python,OOP,Hard,58,143,71.47,Low,3.1
2830,Python,OOP,Hard,87,77,65.56,Low,3.8
2831,Machine Learning,Classification,Easy,93,129,63.32,High,2.98
2832,Machine Learning,Clustering,Easy,58,128,80.74,Low,1.93
2833,Python,Modules,Easy,68,93,74.95,Low,1.88
2834,Machine Learning,Neural Networks,Medium,78,161,51.67,Low,3.41
2835,Python,Modules,Medium,72,32,94.99,Medium,2.28
2836,DSA,Stack,Easy,52,133,95.37,Low,2.13
2837,Python,Basics,Easy,99,158,62.44,Low,3.16
2838,Python,OOP,Easy,76,40,87.13,High,1.69
2839,Operating Systems,Memory,Easy,72,34,98.07,High,1.87
2840,DSA,Linked List,Hard,83,102,68.61,Medium,3.33
2841,Operating Systems,Processes,Easy,89,91,90.53,High,1.8
2842,Operating Systems,Threads,Hard,60,57,90.95,Low,2.78
2843,DSA,Stack,Hard,100,179,89.18,Low,2.86
2844,Machine Learning,Classification,Medium,50,22,68.69,High,3.28
2845,Machine Learning,Clustering,Easy,51,81,75.01,Medium,1.65
2846,Databases,Normalization,Medium,75,23,81.82,Low,2.58
2847,Machine Learning,Neural Networks,Medium,51,31,92.79,High,1.71
2848,Databases,Joins,Medium,97,33,99.0,High,1.91
2849,Machine Learning,Regression,Medium,88,65,70.88,High,1.84
2850,Machine Learning,Classification,Hard,52,116,74.58,Medium,2.22
2851,Machine Learning,Regression,Hard,81,88,75.68,Low,3.26
2852,Python,File Handling,Hard,57,49,76.96,Low,2.79
2853,DSA,Arrays,Hard,57,132,97.5,High,2.74
2854,Databases,Normalization,Hard,66,47,84.19,Low,3.39
2855,Python,File Handling,Hard,47,136,75.11,Medium,2.84
2856,Machine Learning,Regression,Easy,88,55,80.98,Medium,1.78
2857,Machine Learning,Regression,Hard,71,35,89.9,High,2.62
2858,Machine Learning,Regression,Medium,80,114,60.06,Medium,3.39
2859,Python,File Handling,Hard,78,52,88.21,Low,2.87
2860,Operating Systems,Threads,Medium,78,31,81.3,High,2.42
2861,DSA,Trees,Medium,77,147,72.63,High,1.74
2862,Operating Systems,Memory,Hard,97,76,78.01,Medium,2.4
2863,Machine Learning,SVM,Medium,78,98,82.16,Medium,2.37
2864,DSA,Stack,Hard,87,63,91.42,Low,3.05
2865,DSA,Graphs,Easy,76,131,77.71,Low,2.46
2866,Python,OOP,Easy,96,102,63.54,High,2.47
2867,Operating Systems,Threads,Hard,78,87,79.3,Low,3.33
2868,Machine Learning,Classification,Easy,59,143,60.66,Medium,2.59
2869,DSA,Graphs,Medium,70,93,59.11,Medium,3.49
2870,Databases,Indexes,Medium,86,136,84.44,Medium,1.96
2871,DSA,Graphs,Medium,85,176,79.88,High,2.41
2872,Machine Learning,Regression,Easy,100,176,97.45,Low,2.3
2873,Operating Systems,Processes,Easy,47,39,76.31,Low,2.2
2874,Operating Systems,Threads,Medium,84,59,85.49,High,2.22
2875,Python,Basics,Easy,100,156,98.78,Medium,1.53
2876,Databases,SQL Basics,Easy,56,84,53.6,Medium,2.55
2877,Machine Learning,SVM,Easy,76,90,65.23,Low,3.36
2878,Python,File Handling,Medium,83,135,67.94,Medium,2.99
2879,Databases,SQL Basics,Easy,40,136,82.65,High,1.55
2880,DSA,Trees,Hard,54,83,92.7,Low,3.1
2881,Machine Learning,SVM,Hard,46,74,98.75,Low,3.28
2882,Operating Systems,Memory,Hard,85,44,64.75,Low,3.72
2883,Operating Systems,Processes,Easy,77,123,98.22,High,1.46
2884,Operating Systems,Threads,Easy,95,174,64.32,Medium,2.31
2885,DSA,Trees,Hard,90,46,50.47,Medium,3.99
2886,Operating Systems,Processes,Medium,56,81,80.55,Low,2.99
2887,Operating Systems,Processes,Medium,75,22,59.89,Medium,2.84
2888,Machine Learning,SVM,Hard,91,42,69.29,Medium,3.76
2889,Machine Learning,SVM,Hard,54,40,66.06,Medium,3.51
2890,Operating Systems,Deadlocks,Hard,60,160,83.72,Low,3.02
2891,Operating Systems,Deadlocks,Easy,78,55,58.57,Medium,2.48
2892,DSA,Queue,Hard,66,163,74.25,High,2.68
2893,Databases,Joins,Hard,62,24,51.26,Low,4.04
2894,Python,Exceptions,Easy,73,160,72.54,Medium,1.73
2895,Python,Basics,Hard,48,172,56.99,Low,4.36
2896,Databases,Normalization,Medium,73,105,58.68,Medium,3.42
2897,Machine Learning,SVM,Hard,41,82,55.09,Medium,3.65
2898,Operating Systems,Processes,Hard,57,123,77.53,Low,3.41
2899,Machine Learning,Neural Networks,Easy,86,33,59.8,Low,3.02
2900,Python,File Handling,Easy,75,130,56.6,Medium,2.91
2901,Machine Learning,Clustering,Hard,44,105,69.05,High,3.29
2902,Databases,Joins,Hard,62,168,67.3,High,3.28
2903,Operating Systems,Memory,Hard,86,79,62.12,Medium,3.33
2904,Python,OOP,Easy,51,117,59.39,High,2.65
2905,Databases,SQL Basics,Hard,65,20,94.77,Low,2.78
2906,Python,Modules,Easy,57,93,78.94,Low,1.81
2907,Operating Systems,Threads,Medium,88,115,84.18,Low,2.33
2908,Machine Learning,Regression,Hard,40,169,59.0,Low,4.19
2909,DSA,Queue,Hard,58,28,97.1,Low,3.24
2910,Python,OOP,Hard,91,136,52.97,Medium,3.41
2911,DSA,Trees,Medium,55,169,78.31,Low,2.9
2912,Machine Learning,Regression,Hard,69,41,68.64,Low,4.11
2913,DSA,Linked List,Hard,41,102,82.1,Low,2.98
2914,DSA,Linked List,Hard,48,160,72.75,High,2.66
2915,Python,Exceptions,Hard,54,54,78.1,Low,2.76
2916,DSA,Arrays,Medium,82,174,88.27,High,2.27
2917,Databases,Joins,Easy,75,156,58.22,Low,3.23
2918,Machine Learning,Clustering,Easy,65,80,84.98,Low,2.47
2919,Machine Learning,Clustering,Medium,82,136,73.35,High,2.18
2920,Operating Systems,Memory,Hard,53,141,91.5,Medium,2.43
2921,DSA,Stack,Easy,70,45,64.81,High,2.42
2922,Databases,Joins,Medium,68,135,54.81,High,2.73
2923,Databases,Indexes,Easy,67,45,62.2,High,2.35
2924,DSA,Linked List,Hard,64,63,95.52,Medium,2.72
2925,Operating Systems,Deadlocks,Hard,47,33,89.11,Low,3.33
2926,Databases,Joins,Hard,41,130,66.95,Medium,3.41
2927,Operating Systems,Memory,Hard,94,37,91.68,High,2.47
2928,DSA,Linked List,Hard,82,64,85.14,Low,3.19
2929,Machine Learning,Regression,Hard,43,101,54.91,Medium,3.66
2930,Operating Systems,Deadlocks,Hard,96,40,55.83,Medium,3.81
2931,Machine Learning,Clustering,Easy,45,91,81.65,Medium,1.8
2932,Python,OOP,Easy,88,40,78.66,High,1.49
2933,Machine Learning,Regression,Medium,84,166,66.75,Low,3.4
2934,Machine Learning,Clustering,Hard,65,41,89.94,Medium,2.94
2935,DSA,Graphs,Easy,65,152,90.75,Medium,2.0
2936,DSA,Queue,Easy,96,149,58.59,High,2.94
2937,Python,File Handling,Medium,45,131,72.92,Medium,2.34
2938,Python,File Handling,Easy,67,90,59.74,Low,3.17
2939,Machine Learning,SVM,Easy,85,84,91.73,High,1.68
2940,Python,OOP,Easy,100,46,78.26,High,1.89
2941,Python,OOP,Hard,45,78,53.9,High,3.38
2942,Operating Systems,Threads,Hard,78,97,53.32,Medium,3.64
2943,Operating Systems,Memory,Easy,41,173,62.51,Low,3.43
2944,Python,Basics,Easy,85,46,57.08,High,2.86
2945,DSA,Graphs,Hard,48,54,95.04,Medium,2.52
2946,DSA,Arrays,Easy,54,146,86.06,Low,2.32
2947,Python,OOP,Hard,40,23,62.32,Low,4.45
2948,Machine Learning,Regression,Easy,51,159,70.29,High,1.92
2949,Machine Learning,Classification,Medium,53,116,98.66,Medium,2.39
2950,Operating Systems,Deadlocks,Hard,99,93,71.85,High,2.55
2951,Operating Systems,Memory,Easy,46,117,86.47,High,1.6
2952,Databases,Normalization,Hard,87,82,99.71,Medium,2.72
2953,Operating Systems,Threads,Medium,44,156,61.82,High,3.04
2954,Operating Systems,Deadlocks,Hard,71,33,89.28,Low,3.04
2955,Operating Systems,Deadlocks,Easy,83,55,99.53,Medium,1.43
2956,Operating Systems,Threads,Medium,46,58,68.19,Low,3.53
2957,Databases,Joins,Medium,74,180,76.44,High,2.07
2958,Python,Modules,Easy,79,107,55.7,Low,3.18
2959,DSA,Stack,Medium,90,104,99.41,Low,2.49
2960,Machine Learning,SVM,Medium,76,99,65.38,Medium,3.22
2961,Databases,SQL Basics,Easy,44,43,70.6,High,2.0
2962,Machine Learning,Neural Networks,Medium,68,174,93.3,High,2.03
2963,Python,Exceptions,Hard,70,96,53.04,Low,3.99
2964,Machine Learning,SVM,Easy,48,20,86.2,High,1.68
2965,DSA,Trees,Hard,54,82,96.03,High,2.22
2966,Machine Learning,Neural Networks,Hard,74,132,90.69,Low,2.84
2967,Machine Learning,Clustering,Hard,83,78,50.64,Medium,3.64
2968,Databases,SQL Basics,Easy,76,110,75.85,High,1.87
2969,Operating Systems,Threads,Easy,100,131,90.06,High,1.87
2970,Operating Systems,Processes,Easy,94,25,74.4,Low,2.04
2971,DSA,Arrays,Medium,97,120,78.04,High,2.37
2972,Machine Learning,Regression,Medium,65,98,66.9,Low,3.53
2973,Machine Learning,Regression,Medium,70,45,92.1,Medium,2.39
2974,Machine Learning,Clustering,Hard,53,100,93.97,High,2.78
2975,Python,OOP,Medium,74,93,71.1,Low,2.81
2976,Databases,Indexes,Hard,100,77,76.88,Medium,2.46
2977,Operating Systems,Deadlocks,Hard,98,141,57.91,Medium,3.26
2978,Operating Systems,Processes,Medium,82,42,61.14,Low,3.93
2979,Machine Learning,Regression,Easy,73,176,98.59,High,1.75
2980,Operating Systems,Deadlocks,Medium,95,78,79.9,High,2.07
2981,Python,Modules,Hard,52,72,60.39,Low,4.31
2982,Machine Learning,SVM,Hard,74,179,66.58,Low,4.23
2983,Databases,Joins,Medium,45,54,54.96,Low,3.31
2984,Databases,SQL Basics,Hard,65,155,72.41,Low,2.74
2985,DSA,Linked List,Medium,62,41,94.43,High,2.17
2986,Databases,Joins,Easy,61,98,91.16,Medium,1.27
2987,Machine Learning,Regression,Easy,52,104,59.93,Medium,2.79
2988,Python,Exceptions,Hard,46,111,89.34,High,2.65
2989,DSA,Arrays,Hard,93,179,98.5,High,2.43
2990,DSA,Trees,Hard,65,56,97.34,Medium,2.64
2991,DSA,Trees,Easy,92,150,79.33,Low,2.32
2992,DSA,Stack,Easy,51,153,67.63,Medium,2.53
2993,Databases,Normalization,Easy,71,166,74.72,Low,1.76
2994,Machine Learning,SVM,Medium,79,129,76.97,Medium,2.2
2995,DSA,Arrays,Easy,68,155,88.78,High,1.89
2996,Databases,Indexes,Hard,62,112,72.25,Low,2.93
2997,Operating Systems,Deadlocks,Medium,81,88,59.08,Low,3.49
2998,Machine Learning,Classification,Hard,64,75,65.26,Low,4.04
2999,Databases,SQL Basics,Medium,53,109,97.53,Medium,1.72
3000,Machine Learning,Regression,Medium,95,151,51.07,Low,3.72
3001,Operating Systems,Threads,Hard,56,119,50.95,High,3.48
3002,DSA,Arrays,Easy,59,53,72.33,High,1.42
3003,Python,File Handling,Hard,72,107,75.45,Medium,2.99
3004,Machine Learning,Regression,Easy,61,85,55.78,Medium,2.22
3005,Databases,Normalization,Easy,40,177,54.89,Medium,2.28
3006,Databases,Joins,Medium,95,81,84.57,Low,2.28
3007,Operating Systems,Memory,Medium,61,105,73.56,High,1.96
3008,Python,File Handling,Medium,47,97,95.36,Medium,1.92
3009,Python,OOP,Medium,52,44,91.22,Low,2.47
3010,Databases,Joins,Medium,65,139,95.15,High,2.18
3011,Databases,SQL Basics,Hard,68,67,88.57,High,2.43
3012,Operating Systems,Memory,Medium,40,84,72.29,High,1.9
3013,Databases,SQL Basics,Medium,51,101,57.33,Medium,2.78
3014,Machine Learning,SVM,Hard,70,107,83.12,Medium,2.46
3015,Databases,Indexes,Medium,64,45,91.84,Medium,2.38
3016,Python,OOP,Medium,82,112,54.65,Low,3.31
3017,Machine Learning,Clustering,Medium,44,109,63.38,High,3.02
3018,DSA,Trees,Medium,59,180,56.7,High,3.5
3019,Databases,SQL Basics,Hard,61,80,73.71,Low,2.95
3020,Machine Learning,Classification,Easy,82,50,79.9,Low,1.76
3021,Operating Systems,Memory,Hard,61,171,63.62,High,3.27
3022,Operating Systems,Threads,Medium,78,75,71.85,Low,2.25
3023,Databases,SQL Basics,Hard,92,147,54.88,High,3.84
3024,Machine Learning,Neural Networks,Medium,86,122,87.8,Medium,2.37
3025,Operating Systems,Threads,Hard,73,153,66.59,Low,3.93
3026,Operating Systems,Deadlocks,Medium,50,115,52.15,Medium,3.42
3027,Operating Systems,Threads,Hard,72,108,65.47,High,3.96
3028,Python,Exceptions,Easy,43,120,57.7,High,2.32
3029,Python,Basics,Medium,66,120,73.42,Low,2.79
3030,Python,Modules,Hard,85,95,58.6,High,3.38
3031,Databases,Joins,Hard,66,30,93.79,Low,2.93
3032,Operating Systems,Deadlocks,Medium,98,132,79.75,High,1.97
3033,Operating Systems,Memory,Hard,40,121,87.96,Low,2.82
3034,Databases,Indexes,Hard,45,66,77.1,Medium,2.69
3035,Machine Learning,Regression,Easy,93,167,77.1,High,1.63
3036,Operating Systems,Processes,Hard,47,43,80.49,Low,2.91
3037,Databases,Joins,Hard,75,127,76.19,High,2.6
3038,Machine Learning,Regression,Hard,82,162,66.94,Medium,3.82
3039,DSA,Queue,Easy,88,109,56.89,Low,3.35
3040,Python,Modules,Hard,72,133,72.9,Medium,2.38
3041,Operating Systems,Memory,Hard,82,149,98.14,Medium,2.81
3042,Databases,SQL Basics,Hard,90,158,82.56,High,2.23
3043,Python,Exceptions,Medium,80,105,56.69,High,2.75
3044,Operating Systems,Memory,Easy,83,138,50.98,High,2.43
3045,Machine Learning,Clustering,Hard,98,44,65.14,High,3.49
3046,DSA,Linked List,Easy,64,138,73.26,Medium,1.47
3047,Operating Systems,Memory,Hard,93,97,68.0,Medium,3.44
